"Id","SalePrice"
1673,297759.141671275
1674,242228.939283536
1675,197014.316078109
1676,197805.195752909
1677,226798.551882089
1678,452029.926115658
1679,390168.681621375
1680,335034.805837636
1681,240601.037574766
1682,314404.077960135
1683,186429.532154409
1684,176062.190023886
1685,173600.478167013
1686,171695.501645666
1687,169243.764738725
1688,190461.103084253
1689,192026.245001669
1690,196842.146768482
1691,186256.767700819
1692,255905.02990486
1693,171960.140742753
1694,180498.395991683
1695,160762.022568578
1696,269652.730456813
1697,165881.285771872
1698,348610.958781352
1699,321647.998153806
1700,250014.005920769
1701,272929.842473397
1702,246581.758215173
1703,253122.132825042
1704,275921.528393464
1705,232615.932774689
1706,397074.763119479
1707,208444.093663414
1708,203949.74335482
1709,267851.513835789
1710,223474.943036256
1711,263607.891080375
1712,254523.655958147
1713,263188.309966837
1714,223151.869243712
1715,207147.369640346
1716,185134.199331444
1717,180290.365385109
1718,139721.301001608
1719,206648.903147257
1720,226215.441120927
1721,159429.20684328
1722,126830.87095185
1723,150856.627543786
1724,204858.460484989
1725,239840.23853856
1726,185714.205566723
1727,158100.395045436
1728,167639.45248327
1729,167305.00286768
1730,155972.106483596
1731,123023.650099694
1732,125178.029493228
1733,111755.985994272
1734,114084.511957074
1735,121858.426951318
1736,111225.798935724
1737,290033.919841979
1738,247167.833507941
1739,244286.181654058
1740,225683.233168029
1741,191057.096866151
1742,169774.565271135
1743,175516.467240529
1744,303194.596975466
1745,223897.330734329
1746,184032.848193169
1747,218876.237869145
1748,221898.054617828
1749,146319.659157077
1750,127341.760722611
1751,248094.01448143
1752,117769.159308315
1753,152971.438548296
1754,193027.973926511
1755,167348.992967791
1756,123954.101203714
1757,118972.655997962
1758,142808.026759138
1759,164205.610652145
1760,169172.639352406
1761,150439.313116677
1762,175145.250256353
1763,181364.079110403
1764,116252.009805956
1765,165607.033114834
1766,187004.037044048
1767,223495.971828699
1768,143337.903788354
1769,173270.7862409
1770,154909.922902074
1771,121942.283231419
1772,137395.775643916
1773,121328.497134037
1774,146496.674528273
1775,142060.867260114
1776,123656.088792123
1777,104659.852874958
1778,143158.841038553
1779,116758.424717214
1780,178264.301643715
1781,122269.124143264
1782,83530.6992628874
1783,141775.635861758
1784,104979.260098406
1785,117562.259979422
1786,148224.673375926
1787,161478.500450094
1788,60940.7474433133
1789,96954.4421351354
1790,78395.3915932776
1791,181924.901301097
1792,157035.991222018
1793,132017.913258278
1794,157615.33762354
1795,133441.932699831
1796,117748.704808293
1797,107724.700833474
1798,118459.839353318
1799,111106.289305305
1800,133613.07756576
1801,128810.404565266
1802,131723.754633935
1803,147522.331846327
1804,144764.284695479
1805,136671.083548492
1806,129576.9729016
1807,129414.752317197
1808,121439.683776938
1809,122721.619838927
1810,138305.589055904
1811,93744.8388363309
1812,94308.8658959331
1813,122172.917862462
1814,92254.3963220342
1815,51347.4588799291
1816,93943.8344588076
1817,107588.157881382
1818,141340.46688183
1819,123584.228307682
1820,65580.0159481072
1821,106866.474397139
1822,147875.28943262
1823,47685.7336140705
1824,125224.393812619
1825,135099.597814985
1826,104024.012251322
1827,105209.435431416
1828,136639.260646231
1829,120969.405356261
1830,142853.537388676
1831,147709.611581746
1832,73619.1340237205
1833,132843.887968907
1834,118239.209999623
1835,131737.81192642
1836,119585.378368578
1837,87018.9997917434
1838,126842.09693812
1839,95771.7860776852
1840,151307.891304265
1841,147694.123343412
1842,88561.9491049163
1843,128079.048742304
1844,137185.783729845
1845,141052.661839065
1846,155248.740167201
1847,168285.948762449
1848,50320.3452556262
1849,105426.173592502
1850,117970.234370444
1851,156199.682635278
1852,129573.916570454
1853,130475.107447451
1854,165590.093032209
1855,152306.359379287
1856,221967.519682021
1857,134221.130301832
1858,130314.210804594
1859,114328.410186424
1860,146632.677023298
1861,113667.318854862
1862,311629.572575118
1863,292504.096761521
1864,292853.821836893
1865,318291.510760312
1866,309129.185801433
1867,222584.183145345
1868,290224.43631015
1869,205263.426078012
1870,226565.824596139
1871,242745.496539001
1872,174731.005037992
1873,251803.117585057
1874,145010.116927565
1875,203418.98117777
1876,195912.07451685
1877,208633.592821616
1878,202233.033276989
1879,131694.112607388
1880,130573.928081429
1881,235285.473252661
1882,250532.793673473
1883,185525.606584571
1884,202669.993279869
1885,238633.735029739
1886,284753.160250154
1887,216315.390766341
1888,267104.566431274
1889,168716.524587965
1890,122219.282947382
1891,135521.281467318
1892,98250.3144404499
1893,132338.506090097
1894,127579.184236522
1895,135438.698731443
1896,121033.918721629
1897,116335.113531514
1898,114205.767815121
1899,157909.169841139
1900,144195.715011783
1901,176111.310226667
1902,151105.939897433
1903,217020.09005283
1904,140041.183623072
1905,209811.188364931
1906,153657.834062483
1907,209622.231886406
1908,106217.231616582
1909,134667.576052709
1910,117352.965206407
1911,223931.698523209
1912,343140.18824377
1913,134640.931419351
1914,64387.8439563468
1915,295087.266008436
1916,56475.236830377
1917,250569.26631192
1918,136901.131695823
1919,176872.41271884
1920,158917.429650376
1921,376134.254660304
1922,297163.971255659
1923,233476.4133582
1924,239773.318544226
1925,197302.894365524
1926,361797.688270155
1927,133018.110975071
1928,154062.468379447
1929,125660.808028662
1930,126101.050540204
1931,140140.436752797
1932,135389.605221861
1933,168350.55158478
1934,176392.44197526
1935,167722.013942271
1936,189260.162747688
1937,181121.464146138
1938,174027.100623911
1939,254958.571153592
1940,193796.124012833
1941,168428.713094243
1942,187292.794812182
1943,221566.63159752
1944,364923.354769255
1945,383255.954843991
1946,136462.807523928
1947,327650.361570171
1948,174298.751803229
1949,242840.332163778
1950,187398.683754389
1951,252858.601728639
1952,221316.473283341
1953,167279.265112597
1954,183986.60594667
1955,135954.708164412
1956,303857.297646956
1957,151632.624754853
1958,288807.832239311
1959,146335.997263588
1960,112240.594470875
1961,120094.401455973
1962,95151.8186923479
1963,101785.246955753
1964,106896.424709042
1965,143387.211169787
1966,134848.45788191
1967,288203.88693874
1968,426643.802126468
1969,385073.161758055
1970,422867.68103576
1971,478166.060041712
1972,376146.628616157
1973,283991.497196371
1974,321077.824258498
1975,571162.518783042
1976,275349.921391137
1977,352910.862972116
1978,359382.828615967
1979,338005.687540381
1980,216578.592474345
1981,330153.595221475
1982,228121.88923077
1983,213559.808592061
1984,173287.354033693
1985,220246.498569982
1986,214264.505915668
1987,180532.946262769
1988,175106.749265976
1989,194849.938486624
1990,211581.247842843
1991,238544.902390855
1992,212900.365809801
1993,168279.617587348
1994,225110.350600039
1995,185650.435801171
1996,255951.854958223
1997,311530.23675128
1998,316088.421369623
1999,276542.20721407
2000,329757.660199135
2001,289946.409894481
2002,244737.939693434
2003,262732.78443615
2004,283857.199070259
2005,219053.108036262
2006,226870.884728433
2007,256226.952543812
2008,221675.334216285
2009,197429.845526824
2010,196884.195163972
2011,141656.130686678
2012,175487.895498454
2013,178854.654283536
2014,186602.585282257
2015,208989.335926668
2016,190704.985063085
2017,199657.724827856
2018,114482.964875234
2019,132395.369799548
2020,107654.611998707
2021,103965.751227087
2022,191521.915292553
2023,144247.153612178
2024,272329.545423913
2025,365457.721317383
2026,180592.421508121
2027,160006.860411647
2028,150440.522085796
2029,166475.431406543
2030,267425.046866456
2031,237388.742552965
2032,245286.439178493
2033,256238.662416029
2034,171259.674229424
2035,221942.551867479
2036,202353.398755661
2037,206343.596065225
2038,316878.608816253
2039,229620.336319522
2040,281760.22104158
2041,309303.252238817
2042,205483.914526866
2043,179400.435135751
2044,167854.778800855
2045,213972.864994194
2046,144782.08073324
2047,143112.530132299
2048,138381.152858708
2049,143011.745654802
2050,173908.582190359
2051,103682.172426611
2052,128264.527329955
2053,147501.087495861
2054,84130.2050435342
2055,156217.70704338
2056,147680.803221007
2057,114324.652877296
2058,219779.419273963
2059,135393.748725045
2060,176583.118167912
2061,172783.326964888
2062,128806.128154382
2063,118179.053397163
2064,140333.201018997
2065,119428.42902908
2066,165923.601638986
2067,111764.740324973
2068,146903.36533507
2069,85052.2234149316
2070,114123.615930917
2071,88923.538255248
2072,131347.865111306
2073,131275.386389631
2074,182010.985813538
2075,148237.735707935
2076,114994.737102443
2077,163577.424856671
2078,127083.782724007
2079,130087.960280806
2080,119653.713338104
2081,122034.89703719
2082,125731.495113857
2083,147271.523911841
2084,109044.499220197
2085,120761.974908848
2086,116702.489509944
2087,124146.042578115
2088,95979.9938799188
2089,74753.8097594456
2090,126065.960788723
2091,108774.801117439
2092,123770.926736552
2093,118700.510078944
2094,114359.19288245
2095,141678.329774911
2096,80994.8696688242
2097,99788.6253237681
2098,138904.398322533
2099,50793.858011947
2100,76489.8010616072
2101,112027.281210202
2102,127223.275035255
2103,102598.906504206
2104,140183.393564962
2105,129805.467323372
2106,64320.9004217109
2107,207728.034271697
2108,115251.359562511
2109,112900.55489884
2110,126519.873056108
2111,146391.299044629
2112,141913.721027375
2113,124191.103185601
2114,124143.12628124
2115,168354.597995848
2116,121681.329966313
2117,149202.746893142
2118,123828.816933317
2119,115943.903512011
2120,120704.849890472
2121,84972.3834511346
2122,113627.647183708
2123,82137.2278199939
2124,160732.531817827
2125,121024.306523997
2126,150596.955846616
2127,163610.06316023
2128,122070.006385639
2129,81929.4154715204
2130,130013.139352867
2131,142590.02628648
2132,115999.37103259
2133,118904.169598237
2134,115683.33525972
2135,84116.2891748238
2136,75407.8866821262
2137,108155.702361569
2138,138211.653466094
2139,151345.797809985
2140,142389.601256995
2141,153790.018764879
2142,126318.582193976
2143,146313.912044937
2144,122739.561248333
2145,140560.921031068
2146,166870.558032507
2147,136845.337561093
2148,142139.818385148
2149,147496.70478763
2150,238839.446183099
2151,112432.968417052
2152,165019.739761321
2153,167199.512191824
2154,109504.97182108
2155,137675.566946846
2156,256432.111909797
2157,233437.01808852
2158,241397.529347532
2159,212537.435223595
2160,182121.018019196
2161,239820.741129898
2162,373006.477595308
2163,349718.017129603
2164,241744.704488219
2165,196859.172754562
2166,151425.291931947
2167,218864.10490367
2168,200367.272882668
2169,194905.489400915
2170,219402.774673135
2171,151470.722100142
2172,133572.989992217
2173,166689.802065881
2174,230682.200355999
2175,298106.002649501
2176,303001.612798648
2177,241184.988093373
2178,214642.409589647
2179,138973.857823973
2180,213763.583252499
2181,197418.860279925
2182,228058.594344244
2183,197145.519956018
2184,120028.598438673
2185,119161.240527631
2186,147135.417066491
2187,150264.151150507
2188,154398.733935819
2189,295286.395248285
2190,77741.5529971509
2191,84040.0890519463
2192,93920.4095614778
2193,107758.318045387
2194,107240.892259972
2195,107763.60464021
2196,99902.7864185516
2197,119856.404065581
2198,163130.074085116
2199,188696.727137211
2200,149437.594517047
2201,143820.537570374
2202,223087.208704298
2203,135195.689208021
2204,179649.070225317
2205,120709.543977779
2206,142681.871482049
2207,216672.361083918
2208,276536.230325717
2209,252458.902834748
2210,116126.183609548
2211,112594.188883909
2212,114760.688656903
2213,102293.936681851
2214,119754.886973444
2215,98785.5313112161
2216,142485.773595301
2217,62342.4700287672
2218,78587.315896157
2219,74135.8511583584
2220,67210.9564189931
2221,297077.711031882
2222,269872.883187311
2223,294978.817675685
2224,204798.179874159
2225,121146.681915353
2226,180386.302014465
2227,199206.363175411
2228,262620.989912166
2229,258231.194838535
2230,149759.047147262
2231,214723.323602703
2232,178155.24918242
2233,179771.314309851
2234,241644.479317047
2235,212906.314491112
2236,274642.123459932
2237,319757.286381005
2238,197490.060539425
2239,113817.763582604
2240,154033.117529296
2241,150890.854259821
2242,120047.298521198
2243,124124.242125492
2244,106657.294024961
2245,98121.7190658696
2246,143849.603847272
2247,115778.28818307
2248,119381.887606375
2249,119717.968643734
2250,126553.608971033
2251,98748.89556179
2252,178240.413514155
2253,152503.913943468
2254,173131.653125455
2255,185193.332165114
2256,173928.826394088
2257,203145.780654465
2258,162496.635746878
2259,173523.773524652
2260,141012.158057931
2261,200005.037125598
2262,217120.551482009
2263,378748.253254739
2264,532316.288844059
2265,171396.613929212
2266,301104.25922183
2267,369330.379468991
2268,416248.565209727
2269,153805.277704449
2270,196978.711126293
2271,214972.150530247
2272,205510.379003574
2273,160811.497942364
2274,178659.271091175
2275,163797.211750002
2276,198603.511151545
2277,188092.773918375
2278,144888.646629136
2279,122712.840621513
2280,116411.862093226
2281,166838.553411262
2282,186249.079732679
2283,106308.996369158
2284,110568.186513527
2285,139074.972462937
2286,123173.142382753
2287,356582.042807135
2288,281433.421587753
2289,384431.405545797
2290,465306.79072416
2291,330810.072878322
2292,438155.720561853
2293,458839.208761131
2294,410694.289999457
2295,496439.253424618
2296,300680.071843523
2297,334931.32018024
2298,337906.514226358
2299,353311.018280799
2300,328758.816368519
2301,304293.894224782
2302,253440.350323338
2303,259773.932540879
2304,258148.17783655
2305,201108.978620132
2306,196262.00020041
2307,203590.883559968
2308,232667.157037248
2309,282430.651626623
2310,221514.877994752
2311,205648.353957839
2312,177055.532330807
2313,172265.14528347
2314,174580.772190175
2315,178371.694088042
2316,199401.247336156
2317,193458.278842018
2318,180983.395931095
2319,184421.442688857
2320,187660.848131555
2321,236220.713405767
2322,181815.975038
2323,188843.578290192
2324,179242.306485288
2325,222664.640114382
2326,174243.336716075
2327,203198.240866277
2328,219678.040224322
2329,191594.728988241
2330,180003.700097996
2331,353886.849946247
2332,397434.326489062
2333,323372.590739724
2334,263763.801875657
2335,283433.752561004
2336,307770.489917287
2337,202808.898528142
2338,266763.789230849
2339,219831.140434301
2340,378348.166760552
2341,236682.769381765
2342,243872.728402927
2343,229327.892771272
2344,207196.45400648
2345,236662.788110876
2346,219303.094204609
2347,201918.545950579
2348,245943.878257668
2349,181325.818802719
2350,303780.557190174
2351,262958.323153053
2352,258471.249877739
2353,243086.706500027
2354,142487.853761817
2355,149014.464424197
2356,147938.094583874
2357,191281.872791596
2358,195789.266140676
2359,131071.211007159
2360,114790.713390922
2361,144447.951213008
2362,284315.023161789
2363,132598.882468191
2364,154372.17845372
2365,219342.557949563
2366,201339.200555407
2367,234553.777902864
2368,211866.517269107
2369,227606.321992513
2370,165795.161830343
2371,164317.948380106
2372,195706.325294662
2373,288449.750632552
2374,306845.019685549
2375,252635.593874296
2376,292823.886835571
2377,339910.080572578
2378,144576.400393702
2379,195176.984677831
2380,150221.171167133
2381,169125.372867775
2382,204569.883016655
2383,205413.878792626
2384,242069.743515158
2385,162907.867502381
2386,130500.170319261
2387,136649.88810896
2388,103993.124495428
2389,121853.29086228
2390,146387.570515015
2391,141159.519541613
2392,117205.14805228
2393,169536.559544829
2394,141736.116202389
2395,205251.048289627
2396,145515.372849082
2397,228839.240162021
2398,127399.349314149
2399,67135.2675907694
2400,60705.3592771158
2401,113481.475085276
2402,140941.058435172
2403,146337.698357006
2404,152784.731914831
2405,158852.827403502
2406,140630.789658145
2407,124394.723536788
2408,149073.389940712
2409,123163.99067595
2410,165623.602563083
2411,114314.384959716
2412,154516.274671981
2413,130590.338777933
2414,153035.160580016
2415,139020.704085652
2416,126889.993674472
2417,137623.67840923
2418,133740.041374417
2419,122874.705971003
2420,120765.957381422
2421,152099.248863403
2422,109539.157184667
2423,120082.128589852
2424,159352.420975304
2425,193658.768902418
2426,130897.533763
2427,135444.836115778
2428,178628.682838642
2429,115960.064889263
2430,132511.711364138
2431,104954.93450595
2432,147772.921518298
2433,143057.577043372
2434,138424.177957352
2435,149613.064732102
2436,107363.895087159
2437,111163.201580804
2438,121114.197988695
2439,105448.23687917
2440,118738.711484132
2441,94658.990525019
2442,97755.4437847414
2443,126615.642538816
2444,133971.088301385
2445,88741.725652444
2446,142014.993055397
2447,191309.463230278
2448,128933.904292124
2449,110220.233346308
2450,148569.000883517
2451,118934.711757285
2452,194086.558114165
2453,89962.9285283846
2454,122117.620469364
2455,116698.470850259
2456,137061.71839769
2457,128514.650787786
2458,129078.274019975
2459,112728.333100692
2460,143015.043429809
2461,127377.68061674
2462,135841.574478646
2463,129185.454526554
2464,177847.791279298
2465,144859.88196551
2466,108101.292751478
2467,131230.377820231
2468,82002.4018317486
2469,80442.3731662857
2470,180447.047754684
2471,203999.166565664
2472,154309.441747784
2473,112872.354730607
2474,81191.4042206365
2475,216344.415054346
2476,114455.911823797
2477,131111.605410295
2478,152857.705285619
2479,103862.81129804
2480,156648.938136648
2481,123742.435676379
2482,128542.456869352
2483,111881.151117304
2484,123158.327211003
2485,125873.321680773
2486,148573.879850278
2487,160021.385681291
2488,164325.521282211
2489,149255.300317417
2490,141350.557584754
2491,89906.0833122787
2492,193891.787060844
2493,153278.941763649
2494,144522.766940088
2495,87737.902265922
2496,254191.340768519
2497,155340.18682857
2498,109845.779132699
2499,88069.7246640826
2500,123209.8569509
2501,137039.890694602
2502,145086.815704383
2503,97451.6294130264
2504,179503.04512148
2505,220459.145991938
2506,251407.881443933
2507,295938.567630468
2508,252352.149149039
2509,221022.197264348
2510,221357.893101744
2511,175502.094413475
2512,203752.930317085
2513,228522.221214741
2514,271086.472300576
2515,147114.693521073
2516,176286.650431555
2517,142414.314774113
2518,154038.531385765
2519,231015.162884651
2520,217725.652487993
2521,187709.877086243
2522,225571.907830301
2523,115366.539456207
2524,138607.257516439
2525,148035.61031563
2526,142443.296122136
2527,120441.50089434
2528,122161.434639692
2529,133044.086861588
2530,118127.079732708
2531,250343.229067819
2532,224531.802648708
2533,193211.231669288
2534,231768.078230416
2535,300523.468840808
2536,232676.566839435
2537,244940.811034605
2538,185059.778385056
2539,188529.627823146
2540,180015.064153026
2541,184328.282022794
2542,166396.360963276
2543,123453.306810519
2544,121748.970622662
2545,138801.605448599
2546,129069.191831205
2547,141545.583237412
2548,158569.823353069
2549,158723.151101405
2550,701160.10170445
2551,141976.538580845
2552,124122.309918379
2553,74405.230375755
2554,97330.524872821
2555,116862.822947896
2556,97450.9337395675
2557,102369.323885432
2558,141366.272682632
2559,138266.325875584
2560,151490.891896913
2561,149685.629190626
2562,132644.654183315
2563,147776.03870716
2564,205684.854400218
2565,138119.040955779
2566,164653.38089835
2567,139008.567428421
2568,204026.562772952
2569,220868.754595662
2570,113000.058812393
2571,195611.798453749
2572,149644.617813067
2573,229635.253163363
2574,337709.352670015
2575,126924.714440401
2576,119599.964054163
2577,130863.761526363
2578,82349.3892311291
2579,55069.0095067784
2580,103801.192980339
2581,111187.357247486
2582,115973.71587947
2583,295896.067232992
2584,185916.394131908
2585,186202.915117449
2586,227990.172222808
2587,199289.52004336
2588,143450.983813447
2589,144819.471236129
2590,204048.907411979
2591,227548.764911184
2592,217419.588067017
2593,246114.940416721
2594,187785.870237434
2595,197035.671904379
2596,291806.318971969
2597,178051.976566156
2598,293489.690886456
2599,315541.859937356
2600,160296.275302065
2601,147912.616964847
2602,81209.9606764804
2603,94339.8925613308
2604,88351.9371185633
2605,78463.7235705924
2606,147407.931966218
2607,203759.066533094
2608,194871.096178737
2609,165894.611109077
2610,110293.96221935
2611,118100.740532609
2612,158922.331864035
2613,129472.56031118
2614,123342.391390854
2615,157258.362777571
2616,146382.630432172
2617,174654.608347856
2618,213406.841581066
2619,205336.608313645
2620,183354.597898172
2621,172751.11102177
2622,181120.595047183
2623,244776.406445649
2624,329952.469558673
2625,303825.428148849
2626,173095.064828994
2627,165829.845727554
2628,484086.143200062
2629,523511.740000553
2630,384278.766327685
2631,469906.148470114
2632,427998.741232716
2633,315782.686098434
2634,417031.043664397
2635,155938.394312663
2636,172831.315128377
2637,168028.458916606
2638,266868.553233943
2639,186935.672488836
2640,146670.772579008
2641,104579.13539965
2642,186390.03431377
2643,101773.228373604
2644,121984.511649809
2645,106797.002050527
2646,94227.1579656503
2647,100648.159976554
2648,141517.124132963
2649,149784.805336123
2650,138559.91891718
2651,142003.624273344
2652,405009.549728467
2653,258287.236950358
2654,254288.498144598
2655,388512.999403442
2656,329815.934612063
2657,354572.860583342
2658,312516.638326253
2659,308031.03682827
2660,367577.560632844
2661,350274.228159068
2662,352541.791487965
2663,298263.321456907
2664,271111.430918773
2665,319213.531152551
2666,289597.074570242
2667,171907.45931696
2668,181409.735377253
2669,182946.222840776
2670,278625.683605628
2671,185448.54157455
2672,195640.838955774
2673,202483.849732342
2674,198877.789409917
2675,175048.60460515
2676,192296.002358248
2677,193359.353802894
2678,252757.226073347
2679,274853.072831047
2680,292594.939544617
2681,387494.341010322
2682,315319.916239085
2683,513826.70109679
2684,321237.279852043
2685,334476.846371672
2686,259689.430192873
2687,305235.508118558
2688,221882.763787039
2689,212192.10676269
2690,421767.098979805
2691,189227.368946884
2692,146500.208708019
2693,203210.216695449
2694,138172.186415996
2695,194192.1157178
2696,184490.633049263
2697,179321.003740414
2698,186238.411351859
2699,176782.988803198
2700,157478.571741435
2701,144569.928612398
2702,108142.607515853
2703,117992.13988362
2704,138583.450032681
2705,114015.739181201
2706,106756.530804617
2707,119338.03652405
2708,132696.470883011
2709,103233.139489209
2710,122246.951487978
2711,319787.610093824
2712,378284.091842705
2713,172122.788578439
2714,149670.271746181
2715,169632.144371668
2716,146387.690769844
2717,193456.583482672
2718,225341.147990025
2719,156820.512312142
2720,176026.119502569
2721,131349.712806198
2722,165031.863930916
2723,142903.584173915
2724,125859.356087507
2725,127555.767573576
2726,148212.823297257
2727,187482.517393567
2728,185357.667568492
2729,144919.988510957
2730,149916.624440142
2731,126710.818743632
2732,131967.524284421
2733,156737.98501223
2734,145374.432846341
2735,137161.526294796
2736,141015.011221049
2737,120277.657766653
2738,138719.98943306
2739,157401.257646704
2740,134571.381028502
2741,141200.674979318
2742,153938.771250787
2743,153670.608770624
2744,157636.203843518
2745,144763.305116173
2746,137124.457775132
2747,146763.003703142
2748,114609.285185797
2749,126318.689178195
2750,139075.192025578
2751,134849.794761311
2752,206612.642104665
2753,147574.28680863
2754,207746.580212539
2755,132499.989255321
2756,92342.26715083
2757,68775.0949014022
2758,81233.0059948095
2759,155112.707486152
2760,118794.102594153
2761,141107.681383823
2762,146254.004607825
2763,181282.343849942
2764,151018.43277155
2765,294084.295490901
2766,130824.560386676
2767,89980.5621615272
2768,132959.852186763
2769,129656.046773636
2770,140349.008357926
2771,108904.753748947
2772,116907.358222573
2773,163463.384993388
2774,144129.663440541
2775,113451.267566473
2776,144439.260690707
2777,142259.436336867
2778,100408.690445849
2779,117089.192165968
2780,99600.7700158445
2781,97942.9091154581
2782,95931.8436382874
2783,97173.0425489889
2784,125073.584466335
2785,137177.523577158
2786,63279.6498993633
2787,120139.995538909
2788,73645.5252625368
2789,163268.856341226
2790,95353.6667426928
2791,112156.538062735
2792,60964.6664251615
2793,160497.845207948
2794,94697.9726303648
2795,124924.154880563
2796,99528.3627323951
2797,202639.865904201
2798,100883.56965194
2799,111788.671667578
2800,66498.1889437099
2801,99516.9830160513
2802,131667.698986361
2803,166314.927885219
2804,133536.910560448
2805,98793.7334959995
2806,83109.464088187
2807,160588.000892868
2808,145801.778744649
2809,135229.846575737
2810,126287.102138118
2811,163942.244585323
2812,156090.897163591
2813,158907.591134615
2814,156337.648058261
2815,98688.4503429731
2816,227463.59973061
2817,150768.785659881
2818,127689.815654224
2819,171565.679441778
2820,137220.815814724
2821,98544.146616116
2822,193899.104565669
2823,311235.038162665
2824,176882.672425386
2825,139258.498532489
2826,136613.442786764
2827,133933.656488745
2828,215406.075812532
2829,221877.0587309
2830,230268.328272276
2831,175711.105578894
2832,249389.412646134
2833,289478.942475763
2834,222556.33429999
2835,225853.958752092
2836,190782.928277846
2837,162141.446222619
2838,150768.798630613
2839,178518.085961695
2840,203030.723855595
2841,202264.872366038
2842,230130.06191455
2843,148881.989655722
2844,170236.373758409
2845,123184.007044334
2846,205767.793705515
2847,205598.969038409
2848,222900.396077567
